team,symbol,trade_type,entry_date,exit_date,holding_days,qty,entry_price,exit_price,total_pl_usd,pct_return,trade_result,pct_portfolio,risk_level,hold_type
Andrew Carter,TNGX,Long,2025-06-11,2025-07-24,49,155746,4.84,6.83,309934.54,41.12,Positive,75.3811,High-Risk,Long-Hold
Andrew Carter,TNGX,Long,2025-06-11,2025-07-24,49,19337,4.72,6.83,40801.07,44.7,Positive,9.1271,High-Risk,Long-Hold
Andrew Carter,RYET,Long,2025-07-15,2025-07-24,15,33579,2.12,2.07,-1678.95,-2.36,Negative,7.1187,Low-Risk,Long-Hold
Andrew Carter,ATNF,Long,2025-07-21,2025-07-24,9,33511,2.82,2.11,-23792.81,-25.18,Negative,9.4501,High-Risk,Long-Hold
Risky Business,COST,Long,2025-05-20,2025-07-08,49,50,1030.01,989.03,-2049.0,-3.98,Negative,5.15,Low-Risk,Long-Hold
Risky Business,ESLT,Long,2025-06-18,2025-07-08,20,50,454.49,443.6,-544.5,-2.4,Negative,2.2725,Low-Risk,Long-Hold
Risky Business,SHEL,Long,2025-06-18,2025-07-08,20,300,72.22,69.92,-690.0,-3.18,Negative,2.1666,Low-Risk,Long-Hold
Risky Business,HD,Long,2025-05-13,2025-07-17,65,125,380.98,356.0,-3122.5,-6.56,Negative,4.7622,Low-Risk,Long-Hold
Risky Business,COST,Long,2025-05-20,2025-07-18,59,25,1030.01,954.54,-1886.75,-7.33,Negative,2.575,Low-Risk,Long-Hold
Risky Business,GSK,Long,2025-06-03,2025-07-22,49,1000,40.68,36.37,-4310.0,-10.59,Negative,4.068,Low-Risk,Long-Hold
Risky Business,UNH,Long,2025-06-03,2025-07-22,49,79,303.79,282.26,-1700.87,-7.09,Negative,2.3999,Low-Risk,Long-Hold
Risky Business,GLD,Long,2025-05-13,2025-07-24,78,70,298.99,310.3,791.7,3.78,Positive,2.0929,Low-Risk,Long-Hold
Risky Business,META,Long,2025-05-13,2025-07-24,78,100,645.33,714.8,6947.0,10.77,Positive,6.4533,Low-Risk,Long-Hold
Risky Business,WMT,Long,2025-05-20,2025-07-24,71,516,98.65,96.6,-1057.8,-2.08,Negative,5.0903,Low-Risk,Long-Hold
Risky Business,COST,Long,2025-05-20,2025-07-24,71,25,1030.01,933.8,-2405.25,-9.34,Negative,2.575,Low-Risk,Long-Hold
Risky Business,LLY,Long,2025-05-20,2025-07-24,71,40,757.0,805.43,1937.2,6.4,Positive,3.028,Low-Risk,Long-Hold
Risky Business,MA,Long,2025-05-20,2025-07-24,71,50,582.42,563.5,-946.0,-3.25,Negative,2.9121,Low-Risk,Long-Hold
Risky Business,V,Long,2025-05-20,2025-07-24,71,50,367.68,353.97,-685.5,-3.73,Negative,1.8384,Low-Risk,Long-Hold
Risky Business,HEI,Long,2025-05-20,2025-07-24,71,70,279.58,320.4,2857.4,14.6,Positive,1.9571,Low-Risk,Long-Hold
Risky Business,TSM,Long,2025-05-20,2025-07-24,71,129,191.8,241.6,6424.2,25.96,Positive,2.4742,Low-Risk,Long-Hold
Risky Business,GOOGL,Long,2025-05-20,2025-07-24,71,150,166.43,192.17,3861.0,15.47,Positive,2.4965,Low-Risk,Long-Hold
Risky Business,VUSB,Long,2025-05-20,2025-07-24,71,503,49.7,49.8,50.3,0.2,Positive,2.4999,Low-Risk,Long-Hold
Risky Business,UPST,Long,2025-05-20,2025-07-24,71,500,47.34,82.7,17680.0,74.69,Positive,2.367,Low-Risk,Long-Hold
Risky Business,UPST,Long,2025-07-17,2025-07-24,13,300,77.76,82.7,1482.0,6.35,Positive,2.3328,Low-Risk,Long-Hold
Risky Business,CRWV,Long,2025-05-20,2025-07-24,71,250,89.67,120.0,7582.5,33.82,Positive,2.2418,Low-Risk,Long-Hold
Risky Business,CRWV,Long,2025-07-17,2025-07-24,13,200,141.01,120.0,-4202.0,-14.9,Negative,2.8202,Low-Risk,Long-Hold
Risky Business,BUD,Long,2025-05-20,2025-07-24,71,364,68.49,70.09,582.4,2.34,Positive,2.493,Low-Risk,Long-Hold
Risky Business,NVDA,Long,2025-05-20,2025-07-24,71,150,134.29,173.74,5917.5,29.38,Positive,2.0144,Low-Risk,Long-Hold
Risky Business,MRNA,Long,2025-05-20,2025-07-24,71,947,26.81,34.01,6818.4,26.86,Positive,2.5389,Low-Risk,Long-Hold
Risky Business,AMZN,Long,2025-05-20,2025-07-24,71,100,204.63,232.23,2760.0,13.49,Positive,2.0463,Low-Risk,Long-Hold
Risky Business,BA,Long,2025-05-20,2025-07-24,71,100,205.0,231.27,2627.0,12.81,Positive,2.05,Low-Risk,Long-Hold
Risky Business,BA,Long,2025-06-13,2025-07-24,47,500,200.68,231.27,15295.0,15.24,Positive,10.034,High-Risk,Long-Hold
Risky Business,ORCL,Long,2025-05-20,2025-07-24,71,150,158.42,242.83,12661.5,53.28,Positive,2.3763,Low-Risk,Long-Hold
Risky Business,LMT,Long,2025-05-20,2025-07-24,71,60,472.0,420.55,-3087.0,-10.9,Negative,2.832,Low-Risk,Long-Hold
Risky Business,BSX,Long,2025-05-20,2025-07-24,71,234,106.24,106.21,-7.02,-0.03,Negative,2.486,Low-Risk,Long-Hold
Risky Business,LC,Long,2025-05-20,2025-07-24,71,2000,10.51,13.17,5320.0,25.31,Positive,2.102,Low-Risk,Long-Hold
Risky Business,NNI,Long,2025-05-20,2025-07-24,71,175,119.1,122.38,574.0,2.75,Positive,2.0842,Low-Risk,Long-Hold
Risky Business,DG,Long,2025-05-27,2025-07-24,64,150,101.02,107.75,1009.5,6.66,Positive,1.5153,Low-Risk,Long-Hold
Risky Business,SMR,Long,2025-05-27,2025-07-24,64,500,34.34,51.03,8345.0,48.6,Positive,1.717,Low-Risk,Long-Hold
Risky Business,OKLO,Long,2025-05-27,2025-07-24,64,450,53.41,74.59,9531.0,39.66,Positive,2.4034,Low-Risk,Long-Hold
Risky Business,AAPL,Long,2025-06-03,2025-07-24,57,120,201.35,213.76,1489.2,6.16,Positive,2.4162,Low-Risk,Long-Hold
Risky Business,ASML,Long,2025-06-03,2025-07-24,57,33,732.5,725.08,-244.86,-1.01,Negative,2.4173,Low-Risk,Long-Hold
Risky Business,BX,Long,2025-06-03,2025-07-24,57,171,138.61,178.11,6754.5,28.5,Positive,2.3702,Low-Risk,Long-Hold
Risky Business,C,Long,2025-06-03,2025-07-24,57,328,75.65,95.39,6474.72,26.09,Positive,2.4813,Low-Risk,Long-Hold
Risky Business,CVX,Long,2025-06-03,2025-07-24,57,180,137.43,155.83,3312.0,13.39,Positive,2.4737,Low-Risk,Long-Hold
Risky Business,CVX,Long,2025-06-18,2025-07-24,42,400,149.13,155.83,2680.0,4.49,Positive,5.9652,Low-Risk,Long-Hold
Risky Business,GE,Long,2025-06-03,2025-07-24,57,106,247.44,268.01,2180.42,8.31,Positive,2.6229,Low-Risk,Long-Hold
Risky Business,IQV,Long,2025-06-03,2025-07-24,57,174,138.58,200.82,10829.76,44.91,Positive,2.4113,Low-Risk,Long-Hold
Risky Business,JNJ,Long,2025-06-03,2025-07-24,57,164,154.75,169.56,2428.84,9.57,Positive,2.5379,Low-Risk,Long-Hold
Risky Business,JPM,Long,2025-06-03,2025-07-24,57,94,263.57,296.55,3100.12,12.51,Positive,2.4776,Low-Risk,Long-Hold
Risky Business,MSFT,Long,2025-06-03,2025-07-24,57,54,461.47,510.88,2668.14,10.71,Positive,2.4919,Low-Risk,Long-Hold
Risky Business,MSFT,Long,2025-07-22,2025-07-24,8,838,510.95,510.88,-58.66,-0.01,Negative,42.8176,High-Risk,Long-Hold
Risky Business,PANW,Long,2025-06-03,2025-07-24,57,200,195.0,201.16,1232.0,3.16,Positive,3.9,Low-Risk,Long-Hold
Risky Business,KO,Long,2025-06-03,2025-07-24,57,347,71.77,69.1,-926.49,-3.72,Negative,2.4904,Low-Risk,Long-Hold
Risky Business,ZS,Long,2025-06-03,2025-07-24,57,50,292.72,284.3,-421.0,-2.88,Negative,1.4636,Low-Risk,Long-Hold
Risky Business,XOM,Long,2025-06-03,2025-07-24,57,250,102.8,110.79,1997.5,7.77,Positive,2.57,Low-Risk,Long-Hold
Risky Business,CRWD,Long,2025-06-03,2025-07-24,57,100,480.54,462.03,-1851.0,-3.85,Negative,4.8054,Low-Risk,Long-Hold
Risky Business,PFE,Long,2025-06-03,2025-07-24,57,1500,23.38,25.35,2955.0,8.43,Positive,3.507,Low-Risk,Long-Hold
Risky Business,SNOW,Long,2025-06-03,2025-07-24,57,137,210.59,215.02,606.91,2.1,Positive,2.8851,Low-Risk,Long-Hold
Risky Business,PEP,Long,2025-06-03,2025-07-24,57,190,130.63,144.51,2637.2,10.63,Positive,2.482,Low-Risk,Long-Hold
Risky Business,NOC,Long,2025-06-03,2025-07-24,57,53,483.74,568.48,4491.22,17.52,Positive,2.5638,Low-Risk,Long-Hold
Risky Business,WFG,Long,2025-06-03,2025-07-24,57,239,73.84,70.95,-690.71,-3.91,Negative,1.7648,Low-Risk,Long-Hold
Risky Business,GEO,Long,2025-06-10,2025-07-24,50,720,27.0,24.55,-1764.0,-9.07,Negative,1.944,Low-Risk,Long-Hold
Risky Business,RBLX,Long,2025-06-10,2025-07-24,50,250,93.18,118.12,6235.0,26.77,Positive,2.3295,Low-Risk,Long-Hold
Risky Business,DIS,Long,2025-06-10,2025-07-24,50,300,118.93,121.95,906.0,2.54,Positive,3.5679,Low-Risk,Long-Hold
Risky Business,INTC,Long,2025-06-18,2025-07-24,42,500,20.79,22.63,920.0,8.85,Positive,1.0395,Low-Risk,Long-Hold
Risky Business,RTX,Long,2025-06-18,2025-07-24,42,100,148.74,155.22,648.0,4.36,Positive,1.4874,Low-Risk,Long-Hold
Risky Business,TTE,Long,2025-06-18,2025-07-24,42,300,62.16,60.44,-516.0,-2.77,Negative,1.8648,Low-Risk,Long-Hold
Risky Business,ESLT,Long,2025-06-18,2025-07-24,42,50,454.49,450.29,-210.0,-0.92,Negative,2.2725,Low-Risk,Long-Hold
Risky Business,LHX,Long,2025-07-17,2025-07-24,13,80,264.2,273.22,721.6,3.41,Positive,2.1136,Low-Risk,Long-Hold
Risky Business,LDOS,Long,2025-07-17,2025-07-24,13,200,160.82,163.25,486.0,1.51,Positive,3.2164,Low-Risk,Long-Hold
Asset Assassins,BA,Long,2025-05-14,2025-05-21,7,100,205.86,206.48,62.0,0.3,Positive,2.0586,Low-Risk,Long-Hold
Asset Assassins,CVNA,Long,2025-05-14,2025-05-22,8,10,297.26,292.49,-47.7,-1.6,Negative,0.2973,Low-Risk,Long-Hold
Asset Assassins,NKE,Long,2025-05-14,2025-05-28,14,400,61.98,62.8,328.0,1.32,Positive,2.4792,Low-Risk,Long-Hold
Asset Assassins,UNH,Long,2025-05-14,2025-05-28,14,100,321.4,294.07,-2733.0,-8.5,Negative,3.214,Low-Risk,Long-Hold
Asset Assassins,PEN,Long,2025-05-14,2025-05-28,14,74,295.0,273.44,-1595.44,-7.31,Negative,2.183,Low-Risk,Long-Hold
Asset Assassins,BSX,Long,2025-05-22,2025-05-28,6,15,104.36,105.58,18.3,1.17,Positive,0.1565,Low-Risk,Long-Hold
Asset Assassins,FUBO,Long,2025-05-14,2025-06-02,19,10000,2.97,3.67,7000.0,23.57,Positive,2.97,Low-Risk,Long-Hold
Asset Assassins,DAL,Long,2025-05-14,2025-06-05,22,100,52.52,48.68,-384.0,-7.31,Negative,0.5252,Low-Risk,Long-Hold
Asset Assassins,LEN,Long,2025-05-14,2025-06-05,22,150,112.12,110.04,-312.0,-1.86,Negative,1.6818,Low-Risk,Long-Hold
Asset Assassins,HAL,Long,2025-05-14,2025-06-05,22,1000,21.15,20.0,-1150.0,-5.44,Negative,2.115,Low-Risk,Long-Hold
Asset Assassins,LULU,Long,2025-05-14,2025-06-16,33,20,310.39,241.5,-1377.8,-22.19,Negative,0.6208,Low-Risk,Long-Hold
Asset Assassins,JNJ,Long,2025-05-14,2025-06-16,33,500,148.67,156.3,3815.0,5.13,Positive,7.4335,Low-Risk,Long-Hold
Asset Assassins,ADBE,Long,2025-05-14,2025-07-08,55,250,396.85,378.27,-4645.0,-4.68,Negative,9.9212,High-Risk,Long-Hold
Asset Assassins,APLD,Long,2025-06-05,2025-07-08,33,1400,12.96,9.82,-4396.0,-24.23,Negative,1.8144,Low-Risk,Long-Hold
Asset Assassins,DUOL,Long,2025-05-22,2025-07-10,49,10,511.11,390.75,-1203.6,-23.55,Negative,0.5111,Low-Risk,Long-Hold
Asset Assassins,TM,Long,2025-05-14,2025-07-10,57,50,188.03,169.51,-926.0,-9.85,Negative,0.9402,Low-Risk,Long-Hold
Asset Assassins,DJT,Long,2025-05-28,2025-07-17,50,1000,23.5,18.98,-4520.0,-19.23,Negative,2.35,Low-Risk,Long-Hold
Asset Assassins,PLTR,Long,2025-05-14,2025-07-17,64,500,129.03,151.57,11270.0,17.47,Positive,6.4515,Low-Risk,Long-Hold
Asset Assassins,RBLX,Long,2025-05-14,2025-07-17,64,200,88.952,118.8,5969.6,33.56,Positive,1.779,Low-Risk,Long-Hold
Asset Assassins,NFLX,Long,2025-07-17,2025-07-24,7,60,1253.0,1178.0,-4500.0,-5.99,Negative,7.518,Low-Risk,Long-Hold
Asset Assassins,W,Long,2025-05-14,2025-07-24,71,150,38.39,63.0,3691.5,64.11,Positive,0.5758,Low-Risk,Long-Hold
Asset Assassins,AOSL,Long,2025-06-26,2025-07-24,28,2000,25.45,28.5,6100.0,11.98,Positive,5.09,Low-Risk,Long-Hold
Asset Assassins,COST,Long,2025-05-13,2025-07-24,78,10,1013.72,933.8,-799.2,-7.88,Negative,1.0137,Low-Risk,Long-Hold
Asset Assassins,AVGO,Long,2025-05-14,2025-07-24,77,200,230.23,288.71,11696.0,25.4,Positive,4.6046,Low-Risk,Long-Hold
Asset Assassins,AVGO,Long,2025-05-28,2025-07-24,63,15,236.51,288.71,783.0,22.07,Positive,0.3548,Low-Risk,Long-Hold
Asset Assassins,AVGO,Long,2025-06-05,2025-07-24,55,150,262.9,288.71,3871.5,9.82,Positive,3.9435,Low-Risk,Long-Hold
Asset Assassins,AVGO,Long,2025-07-10,2025-07-24,20,45,279.69,288.71,405.9,3.22,Positive,1.2586,Low-Risk,Long-Hold
Asset Assassins,AVGO,Long,2025-07-24,2025-07-24,6,63,289.71,288.71,-63.0,-0.35,Negative,1.8252,Low-Risk,Long-Hold
Asset Assassins,TSM,Long,2025-05-14,2025-07-24,77,50,195.28,241.6,2316.0,23.72,Positive,0.9764,Low-Risk,Long-Hold
Asset Assassins,FUBO,Long,2025-05-28,2025-07-24,63,3000,3.68,3.6,-240.0,-2.17,Negative,1.104,Low-Risk,Long-Hold
Asset Assassins,MANU,Long,2025-05-14,2025-07-24,77,1000,14.39,17.96,3570.0,24.81,Positive,1.439,Low-Risk,Long-Hold
Asset Assassins,T,Long,2025-05-14,2025-07-24,77,1000,26.46,27.92,1460.0,5.52,Positive,2.646,Low-Risk,Long-Hold
Asset Assassins,SCHW,Long,2025-05-14,2025-07-24,77,300,85.79,96.5,3213.0,12.48,Positive,2.5737,Low-Risk,Long-Hold
Asset Assassins,BAC,Long,2025-05-14,2025-07-24,77,200,44.19,48.39,840.0,9.5,Positive,0.8838,Low-Risk,Long-Hold
Asset Assassins,AMZN,Long,2025-05-14,2025-07-24,77,200,211.41,232.23,4164.0,9.85,Positive,4.2282,Low-Risk,Long-Hold
Asset Assassins,MO,Long,2025-05-14,2025-07-24,77,120,56.32,59.61,394.8,5.84,Positive,0.6758,Low-Risk,Long-Hold
Asset Assassins,RBLX,Long,2025-07-08,2025-07-24,22,320,106.49,118.12,3721.6,10.92,Positive,3.4077,Low-Risk,Long-Hold
Asset Assassins,JPM,Long,2025-05-14,2025-07-24,77,120,262.29,296.55,4111.2,13.06,Positive,3.1475,Low-Risk,Long-Hold
Asset Assassins,W,Long,2025-05-14,2025-07-24,77,50,38.39,63.07,1234.0,64.29,Positive,0.192,Low-Risk,Long-Hold
Asset Assassins,NOW,Long,2025-05-14,2025-07-24,77,100,1038.5,996.18,-4232.0,-4.08,Negative,10.385,High-Risk,Long-Hold
Asset Assassins,DIS,Long,2025-05-14,2025-07-24,77,20,111.37,121.95,211.6,9.5,Positive,0.2227,Low-Risk,Long-Hold
Asset Assassins,META,Long,2025-05-14,2025-07-24,77,20,661.21,714.8,1071.8,8.1,Positive,1.3224,Low-Risk,Long-Hold
Asset Assassins,BRK.B,Long,2025-05-14,2025-07-24,77,20,511.85,480.6,-625.0,-6.11,Negative,1.0237,Low-Risk,Long-Hold
Asset Assassins,AAPL,Long,2025-05-14,2025-07-24,77,30,212.43,213.76,39.9,0.63,Positive,0.6373,Low-Risk,Long-Hold
Asset Assassins,XOM,Long,2025-05-14,2025-07-24,77,100,108.76,110.79,203.0,1.87,Positive,1.0876,Low-Risk,Long-Hold
Asset Assassins,NVDA,Long,2025-05-14,2025-07-24,77,100,133.17,173.74,4057.0,30.46,Positive,1.3317,Low-Risk,Long-Hold
Asset Assassins,NVDA,Long,2025-06-05,2025-07-24,55,30,142.15,173.74,947.7,22.22,Positive,0.4264,Low-Risk,Long-Hold
Asset Assassins,NVDA,Long,2025-06-26,2025-07-24,34,1080,155.98,173.74,19180.8,11.39,Positive,16.8458,High-Risk,Long-Hold
Asset Assassins,NVDA,Long,2025-06-26,2025-07-24,34,1080,155.98,173.74,19180.8,11.39,Positive,16.8458,High-Risk,Long-Hold
Asset Assassins,NVDA,Long,2025-07-10,2025-07-24,20,100,164.36,173.74,938.0,5.71,Positive,1.6436,Low-Risk,Long-Hold
Asset Assassins,NVDA,Long,2025-07-17,2025-07-24,13,133,172.06,173.74,223.44,0.98,Positive,2.2884,Low-Risk,Long-Hold
Asset Assassins,SNOW,Long,2025-05-14,2025-07-24,77,50,181.74,215.02,1664.0,18.31,Positive,0.9087,Low-Risk,Long-Hold
Asset Assassins,SNOW,Long,2025-06-16,2025-07-24,44,23,210.22,215.02,110.4,2.28,Positive,0.4835,Low-Risk,Long-Hold
Asset Assassins,KDP,Long,2025-05-14,2025-07-24,77,1000,33.0,33.57,570.0,1.73,Positive,3.3,Low-Risk,Long-Hold
Asset Assassins,MSFT,Long,2025-05-14,2025-07-24,77,100,448.27,510.88,6261.0,13.97,Positive,4.4827,Low-Risk,Long-Hold
Asset Assassins,KHC,Long,2025-05-14,2025-07-24,77,85,27.52,28.78,107.1,4.58,Positive,0.2339,Low-Risk,Long-Hold
Asset Assassins,CVNA,Long,2025-05-14,2025-07-24,77,5,297.26,326.09,144.15,9.7,Positive,0.1486,Low-Risk,Long-Hold
Asset Assassins,FIVE,Long,2025-05-14,2025-07-24,77,150,102.19,137.04,5227.5,34.1,Positive,1.5329,Low-Risk,Long-Hold
Asset Assassins,FIVE,Long,2025-05-28,2025-07-24,63,150,117.11,137.04,2989.5,17.02,Positive,1.7566,Low-Risk,Long-Hold
Asset Assassins,FIVE,Long,2025-06-02,2025-07-24,58,120,116.78,137.04,2431.2,17.35,Positive,1.4014,Low-Risk,Long-Hold
Asset Assassins,MS,Long,2025-05-14,2025-07-24,77,500,129.7,142.5,6400.0,9.87,Positive,6.485,Low-Risk,Long-Hold
Asset Assassins,MS,Long,2025-06-26,2025-07-24,34,1205,137.96,142.5,5470.7,3.29,Positive,16.6242,High-Risk,Long-Hold
Asset Assassins,VZ,Long,2025-05-22,2025-07-24,69,100,43.69,43.08,-61.0,-1.4,Negative,0.4369,Low-Risk,Long-Hold
Asset Assassins,TSLA,Long,2025-06-02,2025-07-24,58,100,343.64,305.3,-3834.0,-11.16,Negative,3.4364,Low-Risk,Long-Hold
Asset Assassins,GLW,Long,2025-06-02,2025-07-24,58,300,49.14,55.72,1974.0,13.39,Positive,1.4742,Low-Risk,Long-Hold
Asset Assassins,SMCI,Long,2025-06-16,2025-07-24,44,200,42.28,52.52,2048.0,24.22,Positive,0.8456,Low-Risk,Long-Hold
Asset Assassins,SMCI,Long,2025-06-26,2025-07-24,34,3500,47.06,52.52,19110.0,11.6,Positive,16.471,High-Risk,Long-Hold
Asset Assassins,SMCI,Long,2025-07-24,2025-07-24,6,169,51.82,52.52,118.3,1.35,Positive,0.8758,Low-Risk,Long-Hold
Asset Assassins,BAH,Long,2025-06-16,2025-07-24,44,800,102.78,115.12,9872.0,12.01,Positive,8.2224,High-Risk,Long-Hold
Asset Assassins,LLY,Long,2025-06-16,2025-07-24,44,10,821.53,805.43,-161.0,-1.96,Negative,0.8215,Low-Risk,Long-Hold
Asset Assassins,MCD,Long,2025-06-26,2025-07-24,34,582,285.85,294.48,5022.66,3.02,Positive,16.6365,High-Risk,Long-Hold
Asset Assassins,AOSL,Long,2025-06-26,2025-07-24,34,4300,25.45,27.48,8729.0,7.98,Positive,10.9435,High-Risk,Long-Hold
Asset Assassins,VEA,Long,2025-07-17,2025-07-24,13,324,56.5,58.08,511.92,2.8,Positive,1.8306,Low-Risk,Long-Hold
Asset Assassins,QBTS,Long,2025-07-24,2025-07-24,6,3514,19.64,19.76,421.68,0.61,Positive,6.9015,Low-Risk,Long-Hold
Christian Frost,SEI,Long,2025-05-15,2025-05-19,4,100,22.9,21.67,-123.0,-5.37,Negative,0.229,Low-Risk,Short-Hold
Christian Frost,SOUN,Long,2025-05-15,2025-05-19,4,500,11.43,10.65,-390.0,-6.82,Negative,0.5715,Low-Risk,Short-Hold
Christian Frost,ETOR,Long,2025-05-15,2025-05-20,5,250,65.15,63.3,-462.5,-2.84,Negative,1.6288,Low-Risk,Short-Hold
Christian Frost,LLY,Long,2025-05-19,2025-05-20,1,50,750.35,749.14,-60.5,-0.16,Negative,3.7518,Low-Risk,Short-Hold
Christian Frost,SHOP,Long,2025-05-15,2025-05-20,5,300,109.7433,106.2,-1063.0,-3.23,Negative,3.2923,Low-Risk,Short-Hold
Christian Frost,CAT,Long,2025-05-19,2025-05-20,1,50,349.73,349.48,-12.5,-0.07,Negative,1.7486,Low-Risk,Short-Hold
Christian Frost,FAF,Long,2025-05-19,2025-05-20,1,100,60.38,60.22,-16.0,-0.26,Negative,0.6038,Low-Risk,Short-Hold
Christian Frost,UNP,Long,2025-05-19,2025-05-20,1,50,229.15,228.96,-9.5,-0.08,Negative,1.1458,Low-Risk,Short-Hold
Christian Frost,TMUS,Long,2025-05-19,2025-05-20,1,200,243.0,239.73,-654.0,-1.35,Negative,4.86,Low-Risk,Short-Hold
Christian Frost,CRM,Long,2025-05-19,2025-05-20,1,50,288.1,287.13,-48.5,-0.34,Negative,1.4405,Low-Risk,Short-Hold
Christian Frost,BX,Long,2025-05-19,2025-05-20,1,50,143.32,144.44,56.0,0.78,Positive,0.7166,Low-Risk,Short-Hold
Christian Frost,GIS,Long,2025-05-19,2025-05-20,1,50,55.03,54.94,-4.5,-0.16,Negative,0.2752,Low-Risk,Short-Hold
Christian Frost,SMCI,Long,2025-05-15,2025-05-20,5,450,44.1189,43.45,-301.0,-1.52,Negative,1.9853,Low-Risk,Short-Hold
Christian Frost,PLTR,Long,2025-05-15,2025-05-20,5,200,128.43,126.54,-378.0,-1.47,Negative,2.5686,Low-Risk,Short-Hold
Christian Frost,MAR,Long,2025-05-19,2025-05-20,1,50,269.61,268.2,-70.5,-0.52,Negative,1.348,Low-Risk,Short-Hold
Christian Frost,SPY,Long,2025-05-19,2025-05-21,2,150,588.12,588.45,49.5,0.06,Positive,8.8218,High-Risk,Short-Hold
Christian Frost,DIA,Long,2025-05-19,2025-05-21,2,50,423.7,420.58,-156.0,-0.74,Negative,2.1185,Low-Risk,Short-Hold
Christian Frost,HD,Long,2025-05-19,2025-05-21,2,50,374.64,369.69,-247.5,-1.32,Negative,1.8732,Low-Risk,Short-Hold
Christian Frost,TSLA,Long,2025-05-15,2025-05-21,6,200,340.35,336.96,-678.0,-1.0,Negative,6.807,Low-Risk,Long-Hold
Christian Frost,BHP,Long,2025-05-19,2025-05-21,2,50,49.55,49.5,-2.5,-0.1,Negative,0.2477,Low-Risk,Short-Hold
Christian Frost,EXR,Long,2025-05-19,2025-05-21,2,50,149.92,146.01,-195.5,-2.61,Negative,0.7496,Low-Risk,Short-Hold
Christian Frost,MA,Long,2025-05-19,2025-05-21,2,100,581.14,568.35,-1279.0,-2.2,Negative,5.8114,Low-Risk,Short-Hold
Christian Frost,PLTR,Long,2025-05-19,2025-05-21,2,250,125.462,122.4,-765.5,-2.44,Negative,3.1365,Low-Risk,Short-Hold
Christian Frost,HIMS,Long,2025-05-19,2025-05-22,3,250,62.7,55.67,-1757.5,-11.21,Negative,1.5675,Low-Risk,Short-Hold
Christian Frost,TXN,Long,2025-05-19,2025-05-22,3,250,185.01,181.97,-760.0,-1.64,Negative,4.6253,Low-Risk,Short-Hold
Christian Frost,AAPL,Short,2025-05-22,2025-05-27,5,50,200.66,198.65,100.5,1.0,Positive,1.0033,Low-Risk,Short-Hold
Christian Frost,YUM,Long,2025-05-19,2025-05-27,8,100,147.8,143.2,-460.0,-3.11,Negative,1.478,Low-Risk,Long-Hold
Christian Frost,NVS,Long,2025-05-20,2025-05-28,8,800,112.0481,112.01,-30.5,-0.03,Negative,8.9638,High-Risk,Long-Hold
Christian Frost,VZ,Long,2025-05-16,2025-05-28,12,750,44.0,43.11,-667.5,-2.02,Negative,3.3,Low-Risk,Long-Hold
Christian Frost,RIO,Long,2025-05-19,2025-05-28,9,50,61.32,59.82,-75.0,-2.45,Negative,0.3066,Low-Risk,Long-Hold
Christian Frost,XENE,Long,2025-05-15,2025-05-28,13,250,29.93,29.04,-222.5,-2.97,Negative,0.7482,Low-Risk,Long-Hold
Christian Frost,SHEL,Long,2025-05-27,2025-05-28,1,150,66.46,66.18,-42.0,-0.42,Negative,0.9969,Low-Risk,Short-Hold
Christian Frost,ZION,Long,2025-05-19,2025-05-28,9,300,48.6633,47.39,-382.0,-2.62,Negative,1.4599,Low-Risk,Long-Hold
Christian Frost,COST,Long,2025-05-19,2025-05-28,9,52,1017.5973,1015.78,-94.5,-0.18,Negative,5.2915,Low-Risk,Long-Hold
Christian Frost,QBTS,Long,2025-05-20,2025-05-29,9,2000,17.94,16.83,-2220.0,-6.19,Negative,3.588,Low-Risk,Long-Hold
Christian Frost,UBER,Long,2025-05-20,2025-05-29,9,300,92.555,84.22,-2500.5,-9.01,Negative,2.7767,Low-Risk,Long-Hold
Christian Frost,QUBT,Long,2025-05-16,2025-05-30,14,1000,12.83,11.42,-1410.0,-10.99,Negative,1.283,Low-Risk,Long-Hold
Christian Frost,JOBY,Long,2025-05-28,2025-06-03,6,5000,8.85,8.48,-1850.0,-4.18,Negative,4.425,Low-Risk,Long-Hold
Christian Frost,PONY,Long,2025-05-30,2025-06-03,4,2000,18.61,16.15,-4920.0,-13.22,Negative,3.722,Low-Risk,Short-Hold
Christian Frost,PONY,Short,2025-06-03,2025-06-06,3,774,16.4,13.85,1973.7,15.55,Positive,1.2694,Low-Risk,Short-Hold
Christian Frost,VOD,Long,2025-05-27,2025-06-06,10,1005,10.4352,9.94,-497.65,-4.75,Negative,1.0487,Low-Risk,Long-Hold
Christian Frost,MCD,Long,2025-05-19,2025-06-06,18,50,318.29,308.08,-510.5,-3.21,Negative,1.5915,Low-Risk,Long-Hold
Christian Frost,CHTR,Long,2025-05-15,2025-06-06,22,5,413.57,395.99,-87.9,-4.25,Negative,0.2068,Low-Risk,Long-Hold
Christian Frost,RGC,Long,2025-05-19,2025-06-16,28,300,389.9967,48.5,-102449.0,-87.56,Negative,11.6999,High-Risk,Long-Hold
Christian Frost,HCA,Long,2025-05-19,2025-06-16,28,200,385.25,361.56,-4738.0,-6.15,Negative,7.705,Low-Risk,Long-Hold
Christian Frost,PG,Long,2025-05-19,2025-06-16,28,50,163.5,160.73,-138.5,-1.69,Negative,0.8175,Low-Risk,Long-Hold
